Group,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,G1,G2,G3,1a,2a,3a,4a,5a,6a,7a,8a,9a,10a,11a,12a,13a,14a,15a,16a,17a,18a,19a,20a,21a_Browser,21a_Version,21a_Operating System,21a_Resolution,22a_First Click,22a_Last Click,22a_Page Submit,22a_Click Count,mTurkCode,Final_Score
3,7/11/2017 9:34,7/11/2017 9:45,IP Address,208.126.198.32,100,625,TRUE,7/11/2017 9:45,R_a4VlmXozLIFEhoJ,,42.27409363,-91.01409912,anonymous,EN,Female,Associate degree in college (2-year),28-37,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,"C) One of the first widely read female authors of the Western world, as some believe","E) Construction of new shops, malls, and casinos by the Jersey shore helped attract visitors to go indoors rather than stay outdoors.",C) $1100,B) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,C)  more tech-savvy than those at any other time in,"B) Jackson, Simon, Prince, Nicks, Mitchell, Wonder, Lennon, King",A) Treatment with medication always shows faster results for patients with mental disorders than does treatment with psychotherapy.,A)  Smokers who smoke in bed tend to be heavy smokers who are less likely to quit smoking than are smokers who do not smoke in bed.,A) Roger feels better now than he would have felt without the surgery.,E)  intractable : destruction,A) Two columns are equal.,B)  260.25,B) vary,C) It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"A) which was colder and wetter than usual in some regions, slowing",B) bringing,"B) Having been a United States citizen since 1988, she was born in Calcutta in 1940; author Bharati Mukherjee",D) 45,B) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1920x1080,23.398,94.781,96.149,5,705392,8
3,7/11/2017 9:29,7/11/2017 9:53,IP Address,72.79.238.200,100,1436,TRUE,7/11/2017 9:53,R_3pax8zqpGskK5rn,,42.29029846,-72.64040375,anonymous,EN,Female,Bachelor's degree in college (4-year),38-47,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,A)  Believed to be one of the first widely read female authors of the Western world,C) People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,D) $1200,B) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,A) more tech-savvy now than at any time in their,"A) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",B) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.",A) Roger feels better now than he would have felt without the surgery.,B) immutable : alteration,C) Relationship cannot be determined from the information given.,A) 217.75,B) vary,B) Industrial interests need not oppose the protection of the environment.,"A) which was colder and wetter than usual in some regions, slowing",B) bringing,"C) Born in Calcutta in 1940, author Bharati Mukherjee became a United States citizen in 1988; she has",A) 20,B) Monday,Firefox,54,Macintosh,1152x720,137.834,297.847,299.266,6,407455,14
3,7/11/2017 9:38,7/11/2017 9:53,IP Address,71.205.199.105,100,905,TRUE,7/11/2017 9:53,R_2ErXNYm3MazdsGD,,39.623703,-104.8738022,anonymous,EN,Female,Bachelor's degree in college (4-year),28-37,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,A)  Believed to be one of the first widely read female authors of the Western world,C) People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,C) $1100,A) Statements 1 and 2 are not sufficient to answer the question asked and additional data is needed to answer the statements.,A) more tech-savvy now than at any time in their,"D) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",D) Medication is always more effective in treating patients with mental disorders than is psychotherapy.,D) An increasing number of people have been killed in home fires that started in the kitchen.,A) Roger feels better now than he would have felt without the surgery.,C) inimitable : modification,C) Relationship cannot be determined from the information given.,B)  260.25,C) decline,A)  Past attempts to protect the environment through recycling laws have failed.,E) having been colder and wetter than was usual in some regions and slowed,B) bringing,"B) Having been a United States citizen since 1988, she was born in Calcutta in 1940; author Bharati Mukherjee",C) 36,D) Friday,Firefox,54.0.0.1,Windows NT 10.0,1920x1080,1.576,31.784,32.358,6,142021,4
3,7/11/2017 9:41,7/11/2017 10:03,IP Address,204.52.135.124,100,1332,TRUE,7/11/2017 10:03,R_12M5kh04xdIFw5e,,47.60620117,-122.3320999,anonymous,EN,Female,Bachelor's degree in college (4-year),> 47,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,A)  Believed to be one of the first widely read female authors of the Western world,C) People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,A) $1000,B) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,A) more tech-savvy now than at any time in their,"A) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",E) Treatment with psychotherapy has no effect on mental disorders other than a reduction of the symptoms,A)  Smokers who smoke in bed tend to be heavy smokers who are less likely to quit smoking than are smokers who do not smoke in bed.,"E) Roger made the decision himself, and he takes the responsibility for it.",E)  intractable : destruction,D) Quantity in Column A is greater.,A) 217.75,B) vary,C) It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"B) colder and wetter than was usual in some regions, which slowed",B) bringing,"A) Being a United States citizen since 1988 and born in Calcutta in 1940, author Bharati Mukherjee has",A) 20,B) Monday,Chrome,59.0.3071.86,Windows NT 6.1,1536x864,10.499,120.931,121.864,6,489065,10
3,7/11/2017 9:42,7/11/2017 10:03,IP Address,177.252.251.116,100,1236,TRUE,7/11/2017 10:03,R_22MofKfZwCeB4CU,,4.598098755,-74.07579803,anonymous,EN,Female,Bachelor's degree in college (4-year),18-27,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,D) Written by what some believe as one of the first widely read female authors of the Western world,C) People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,B) $900,C) Statement 1 alone is sufficient but statement 2 alone is not sufficient to answer the question asked.,B) more tech-savvy than they were at any time in their,"C) Jackson, Simon, King, Mitchell, Prince, Nicks, Lennon, Wonder",D) Medication is always more effective in treating patients with mental disorders than is psychotherapy.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.","C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",B) immutable : alteration,B) Quantity in Column B is greater.,A) 217.75,B) vary,C) It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"A) which was colder and wetter than usual in some regions, slowing",B) bringing,"C) Born in Calcutta in 1940, author Bharati Mukherjee became a United States citizen in 1988; she has",D) 45,B) Monday,Chrome,51.0.2704.106,Macintosh,1440x900,25.083,98.992,101.319,5,229105,9
3,7/11/2017 9:46,7/11/2017 10:07,IP Address,177.228.56.238,100,1214,TRUE,7/11/2017 10:07,R_1pXwXQETM7C6ERX,,21.11669922,-101.6667023,anonymous,EN,Female,Bachelor's degree in college (4-year),28-37,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,A)  Believed to be one of the first widely read female authors of the Western world,C) People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,A) $1000,B) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,A) more tech-savvy now than at any time in their,"A) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",A) Treatment with medication always shows faster results for patients with mental disorders than does treatment with psychotherapy.,D) An increasing number of people have been killed in home fires that started in the kitchen.,"E) Roger made the decision himself, and he takes the responsibility for it.",D)   invincible : control,C) Relationship cannot be determined from the information given.,D) 77,B) vary,E) Ellen has attended programs and distributed literature prepared by the Regionalist party.,"B) colder and wetter than was usual in some regions, which slowed",B) bringing,"A) Being a United States citizen since 1988 and born in Calcutta in 1940, author Bharati Mukherjee has",E) 90,B) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1366x768,4.116,78.61,79.564,12,569572,8
3,7/11/2017 9:48,7/11/2017 10:08,IP Address,99.46.169.184,100,1214,TRUE,7/11/2017 10:08,R_3NLe6ovX3QwpyQT,,29.73950195,-95.38790131,anonymous,EN,Female,Associate degree in college (2-year),18-27,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,D) Written by what some believe as one of the first widely read female authors of the Western world,C) People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,B) $900,D) Each statement alone is sufficient to answer the question.,C)  more tech-savvy than those at any other time in,"A) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",B) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.","C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",A) independent : conquest,B) Quantity in Column B is greater.,A) 217.75,B) vary,C) It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,E) having been colder and wetter than was usual in some regions and slowed,B) bringing,"E) Having been born in Calcutta in 1940 and being a United States citizen since 1988, author Bharati Mukherjee",A) 20,B) Monday,Firefox,54,Windows NT 10.0,1600x900,24.446,84.821,85.613,6,719435,10
3,7/11/2017 10:04,7/11/2017 10:09,IP Address,72.178.19.52,100,266,TRUE,7/11/2017 10:09,R_USdxK5pi2tCFYml,,31.90229797,-106.4065018,anonymous,EN,Male,Some college but no degree,28-37,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,B) Written by one of the first widely read female authors of the Western world,C) People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,B) $900,B) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,E) more tech-savvy now than it was at any time in,"B) Jackson, Simon, Prince, Nicks, Mitchell, Wonder, Lennon, King",D) Medication is always more effective in treating patients with mental disorders than is psychotherapy.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.","D) Even with the most modern methods and facilities, medicine is still more of an art than a science, and one can‰Ûªt really predict the outcome with any high degree of reliability.",D)   invincible : control,B) Quantity in Column B is greater.,A) 217.75,C) decline,D) Regionalist party members have organized to oppose industrial interests on several other issues.,"B) colder and wetter than was usual in some regions, which slowed",B) bringing,"B) Having been a United States citizen since 1988, she was born in Calcutta in 1940; author Bharati Mukherjee",D) 45,B) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1600x1200,3.608,38.498,39.256,5,480287,6
3,7/9/2017 19:25,7/9/2017 19:40,IP Address,172.3.120.221,100,894,TRUE,7/9/2017 19:40,R_VI11N6dgsCK9Rjb,,30.63110352,-88.2818985,anonymous,EN,Male,Some college but no degree,28-37,C) A stroke survivor that is given a detailed exercise plan and consults her physician about the plan will regain full dexterity in her extremities.,"C) One of the first widely read female authors of the Western world, as some believe",A) Sunburns are most likely to happen when beach go-ers suntan for consecutive sunny days at the beach.,C) $1100,C) Statement 1 alone is sufficient but statement 2 alone is not sufficient to answer the question asked.,B) more tech-savvy than they were at any time in their,"E) Mitchell, Jackson, Prince, Simon, Lennon, Wonder, Nicks, King",B) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,C) Home fires caused by smoking in bed often break out after the home‰Ûªs occupants have fallen asleep.,"C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",B) immutable : alteration,B) Quantity in Column B is greater.,D) 77,C) decline,B) Industrial interests need not oppose the protection of the environment.,"B) colder and wetter than was usual in some regions, which slowed",E) and brought,"A) Being a United States citizen since 1988 and born in Calcutta in 1940, author Bharati Mukherjee has",B) 16,D) Friday,Chrome,59.0.3071.115,Windows NT 6.3,1366x768,3.438,16.102,184.007,10,96336,3
3,7/10/2017 9:29,7/10/2017 9:38,IP Address,50.89.180.123,100,510,TRUE,7/10/2017 9:38,R_3fVPEsVprp0mhHg,,28.38529968,-81.44799805,anonymous,EN,Male,Some college but no degree,38-47,C) A stroke survivor that is given a detailed exercise plan and consults her physician about the plan will regain full dexterity in her extremities.,B) Written by one of the first widely read female authors of the Western world,C) People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,A) $1000,B) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,B) more tech-savvy than they were at any time in their,"C) Jackson, Simon, King, Mitchell, Prince, Nicks, Lennon, Wonder",C) Most mental disorders are not the result of chemical imbalances affecting the brain.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.","D) Even with the most modern methods and facilities, medicine is still more of an art than a science, and one can‰Ûªt really predict the outcome with any high degree of reliability.",E)  intractable : destruction,B) Quantity in Column B is greater.,D) 77,D)  increase,C) It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"A) which was colder and wetter than usual in some regions, slowing",E) and brought,"B) Having been a United States citizen since 1988, she was born in Calcutta in 1940; author Bharati Mukherjee",D) 45,B) Monday,Chrome,58.0.3029.140,CrOS x86_64 9334.72.0,1366x768,23.218,89.346,90.835,5,382232,7
3,7/11/2017 9:37,7/11/2017 9:46,IP Address,73.23.153.157,100,566,TRUE,7/11/2017 9:46,R_PTKzo2jWjdPklGx,,26.52839661,-81.82949829,anonymous,EN,Female,Bachelor's degree in college (4-year),> 47,C) A stroke survivor that is given a detailed exercise plan and consults her physician about the plan will regain full dexterity in her extremities.,D) Written by what some believe as one of the first widely read female authors of the Western world,C) People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,B) $900,E) Statement 2 alone is sufficient but statement 1 alone is not sufficient to answer the question asked.,D) more tech-savvy than those at any other time in their,"D) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",D) Medication is always more effective in treating patients with mental disorders than is psychotherapy.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.","D) Even with the most modern methods and facilities, medicine is still more of an art than a science, and one can‰Ûªt really predict the outcome with any high degree of reliability.",E)  intractable : destruction,B) Quantity in Column B is greater.,B)  260.25,C) decline,C) It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"C) since it was colder and wetter than usually in some regions, which slowed",D) and it brought,"D) Being born in Calcutta in 1940 and having been a United States citizen since 1988, author Bharati Mukherjee",D) 45,B) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1366x768,15.428,110.359,111.826,5,354501,3
3,7/9/2017 19:22,7/9/2017 19:36,IP Address,184.91.255.0,100,829,TRUE,7/9/2017 19:36,R_3fMExJslD95Z6d5,,28.91810608,-80.89710236,anonymous,EN,Male,Bachelor's degree in college (4-year),18-27,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,A)  Believed to be one of the first widely read female authors of the Western world,C) People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,C) $1100,B) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,A) more tech-savvy now than at any time in their,"B) Jackson, Simon, Prince, Nicks, Mitchell, Wonder, Lennon, King",E) Treatment with psychotherapy has no effect on mental disorders other than a reduction of the symptoms,C) Home fires caused by smoking in bed often break out after the home‰Ûªs occupants have fallen asleep.,"E) Roger made the decision himself, and he takes the responsibility for it.",B) immutable : alteration,C) Relationship cannot be determined from the information given.,A) 217.75,B) vary,B) Industrial interests need not oppose the protection of the environment.,"A) which was colder and wetter than usual in some regions, slowing",A) and brings,"E) Having been born in Calcutta in 1940 and being a United States citizen since 1988, author Bharati Mukherjee",A) 20,B) Monday,Chrome iPhone,59.0.3071.102,iPhone,414x736,1.452,137.015,137.818,38,537986,11
3,7/9/2017 19:22,7/9/2017 19:37,IP Address,24.128.213.218,100,868,TRUE,7/9/2017 19:37,R_2z6F4RhM82p4Gx6,,42.272995,-83.59940338,anonymous,EN,Male,Bachelor's degree in college (4-year),28-37,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,A)  Believed to be one of the first widely read female authors of the Western world,C) People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,A) $1000,B) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,A) more tech-savvy now than at any time in their,"D) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",B) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.",B) Roger got opinions from two of the foremost cancer specialists in the country.,B) immutable : alteration,D) Quantity in Column A is greater.,A) 217.75,B) vary,C) It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"B) colder and wetter than was usual in some regions, which slowed",B) bringing,"C) Born in Calcutta in 1940, author Bharati Mukherjee became a United States citizen in 1988; she has",A) 20,B) Monday,Firefox,54,Windows NT 10.0,1776x1000,19.194,182.926,196.13,5,900823,13
3,7/9/2017 19:23,7/9/2017 19:39,IP Address,75.133.101.248,100,983,TRUE,7/9/2017 19:39,R_RLbKvIacJsno57r,,41.46749878,-73.24060059,anonymous,EN,Female,Bachelor's degree in college (4-year),28-37,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,A)  Believed to be one of the first widely read female authors of the Western world,C) People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,B) $900,B) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,A) more tech-savvy now than at any time in their,"D) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",B) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,A)  Smokers who smoke in bed tend to be heavy smokers who are less likely to quit smoking than are smokers who do not smoke in bed.,"C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",B) immutable : alteration,D) Quantity in Column A is greater.,A) 217.75,B) vary,C) It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,E) having been colder and wetter than was usual in some regions and slowed,B) bringing,"E) Having been born in Calcutta in 1940 and being a United States citizen since 1988, author Bharati Mukherjee",D) 45,B) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1600x900,4.915,131.201,132.535,20,415517,10
3,7/9/2017 19:22,7/9/2017 19:41,IP Address,75.51.72.43,100,1117,TRUE,7/9/2017 19:41,R_AvsTlApkoeh1g7n,,34.07640076,-118.2626038,anonymous,EN,Male,Bachelor's degree in college (4-year),38-47,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,D) Written by what some believe as one of the first widely read female authors of the Western world,C) People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,C) $1100,B) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,A) more tech-savvy now than at any time in their,"B) Jackson, Simon, Prince, Nicks, Mitchell, Wonder, Lennon, King",B) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,D) An increasing number of people have been killed in home fires that started in the kitchen.,B) Roger got opinions from two of the foremost cancer specialists in the country.,E)  intractable : destruction,C) Relationship cannot be determined from the information given.,A) 217.75,C) decline,C) It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"B) colder and wetter than was usual in some regions, which slowed",B) bringing,"B) Having been a United States citizen since 1988, she was born in Calcutta in 1940; author Bharati Mukherjee",A) 20,B) Monday,Firefox,54,Windows NT 6.1,1680x1050,62.545,254.414,255.67,6,327353,10
3,7/9/2017 19:35,7/9/2017 19:49,IP Address,45.52.116.21,100,842,TRUE,7/9/2017 19:49,R_2sTmI7aWVRPqJHx,,39.1526947,-83.03910065,anonymous,EN,Female,Associate degree in college (2-year),18-27,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,B) Written by one of the first widely read female authors of the Western world,C) People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,B) $900,D) Each statement alone is sufficient to answer the question.,A) more tech-savvy now than at any time in their,"B) Jackson, Simon, Prince, Nicks, Mitchell, Wonder, Lennon, King",D) Medication is always more effective in treating patients with mental disorders than is psychotherapy.,D) An increasing number of people have been killed in home fires that started in the kitchen.,"C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",C) inimitable : modification,A) Two columns are equal.,B)  260.25,B) vary,C) It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"C) since it was colder and wetter than usually in some regions, which slowed",D) and it brought,"A) Being a United States citizen since 1988 and born in Calcutta in 1940, author Bharati Mukherjee has",A) 20,C) Wednesday,Chrome,59.0.3071.115,Windows NT 10.0,1366x768,7.163,41.019,44.122,5,789121,6
3,7/9/2017 19:31,7/9/2017 19:52,IP Address,184.101.90.59,100,1253,TRUE,7/9/2017 19:52,R_3CB16ahfvWck40U,,33.59620667,-112.1771011,anonymous,EN,Male,Master's degree,> 47,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,B) Written by one of the first widely read female authors of the Western world,C) People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,C) $1100,B) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,C)  more tech-savvy than those at any other time in,"D) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",B) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.","C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",C) inimitable : modification,C) Relationship cannot be determined from the information given.,A) 217.75,B) vary,C) It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"C) since it was colder and wetter than usually in some regions, which slowed",B) bringing,"E) Having been born in Calcutta in 1940 and being a United States citizen since 1988, author Bharati Mukherjee",A) 20,B) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1600x900,18.034,155.51,156.504,14,730099,13
3,7/9/2017 19:35,7/9/2017 19:57,IP Address,45.52.116.21,100,1306,TRUE,7/9/2017 19:57,R_26medhwx2RrgmBT,,39.1526947,-83.03910065,anonymous,EN,Male,Associate degree in college (2-year),28-37,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,"C) One of the first widely read female authors of the Western world, as some believe",D) The average length of stay for people visiting the Jersey Shore increased slightly.,B) $900,D) Each statement alone is sufficient to answer the question.,A) more tech-savvy now than at any time in their,"D) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",D) Medication is always more effective in treating patients with mental disorders than is psychotherapy.,D) An increasing number of people have been killed in home fires that started in the kitchen.,"C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",D)   invincible : control,C) Relationship cannot be determined from the information given.,A) 217.75,A) disappear,D) Regionalist party members have organized to oppose industrial interests on several other issues.,"A) which was colder and wetter than usual in some regions, slowing",D) and it brought,"D) Being born in Calcutta in 1940 and having been a United States citizen since 1988, author Bharati Mukherjee",A) 20,B) Monday,Firefox,53,Windows NT 10.0,1366x768,6.142,52.021,52.34,8,178279,6
3,7/10/2017 9:29,7/10/2017 9:39,IP Address,73.254.83.211,100,569,TRUE,7/10/2017 9:39,R_1NU5yKb58Kn7GvL,,47.51100159,-122.1869965,anonymous,EN,Female,High school graduate (high school diploma or equivalent including GED),> 47,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,B) Written by one of the first widely read female authors of the Western world,C) People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,E) $1300,B) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,A) more tech-savvy now than at any time in their,"D) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",E) Treatment with psychotherapy has no effect on mental disorders other than a reduction of the symptoms,C) Home fires caused by smoking in bed often break out after the home‰Ûªs occupants have fallen asleep.,B) Roger got opinions from two of the foremost cancer specialists in the country.,D)   invincible : control,C) Relationship cannot be determined from the information given.,A) 217.75,B) vary,C) It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"D)  being colder and wetter than usually in some regions, slowing",D) and it brought,"D) Being born in Calcutta in 1940 and having been a United States citizen since 1988, author Bharati Mukherjee",C) 36,E) Thursday,Chrome,59.0.3071.115,Windows NT 10.0,1920x1080,60.059,209.186,209.829,6,260422,9
3,7/10/2017 9:31,7/10/2017 9:48,IP Address,64.64.32.4,100,1035,TRUE,7/10/2017 9:48,R_2bn5Ict5N8APz1v,,40.5677948,-75.48280334,anonymous,EN,Male,Master's degree,28-37,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,A)  Believed to be one of the first widely read female authors of the Western world,C) People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,A) $1000,B) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,B) more tech-savvy than they were at any time in their,"D) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",B) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,D) An increasing number of people have been killed in home fires that started in the kitchen.,"C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",B) immutable : alteration,B) Quantity in Column B is greater.,A) 217.75,B) vary,C) It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"A) which was colder and wetter than usual in some regions, slowing",B) bringing,"E) Having been born in Calcutta in 1940 and being a United States citizen since 1988, author Bharati Mukherjee",A) 20,B) Monday,Firefox,34,Windows NT 6.1,1920x1080,35.117,147.307,158.994,6,440045,13
3,7/10/2017 9:45,7/10/2017 9:56,IP Address,143.207.14.96,100,687,TRUE,7/10/2017 9:56,R_3EsaiJd9ISvSLpi,,41.94639587,-86.33889771,anonymous,EN,Female,Bachelor's degree in college (4-year),38-47,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,D) Written by what some believe as one of the first widely read female authors of the Western world,C) People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,D) $1200,A) Statements 1 and 2 are not sufficient to answer the question asked and additional data is needed to answer the statements.,B) more tech-savvy than they were at any time in their,"D) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",B) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,D) An increasing number of people have been killed in home fires that started in the kitchen.,A) Roger feels better now than he would have felt without the surgery.,B) immutable : alteration,B) Quantity in Column B is greater.,A) 217.75,B) vary,C) It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"A) which was colder and wetter than usual in some regions, slowing",B) bringing,"C) Born in Calcutta in 1940, author Bharati Mukherjee became a United States citizen in 1988; she has",A) 20,B) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1680x1050,14.763,90.805,92.504,6,375323,13
